Mileage	Price	Make	Model	Trim	Type	Cyl	Liter	Doors	Cruise	Sound	Leather
7695	15553.20871	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	0	1	1
12305	15047.00274	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	1	1	1
17343	13540.04164	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	0	1	1
17445	14077.96885	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	0	1	1
20309	12981.95203	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	1	1	1
20530	13436.00015	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	0	1	1
21145	13161.94283	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	1	1	1
23069	14220.01322	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	1	1	1
31199	12379.12647	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	1	1	1
36566	11581.90504	Chevrolet	Classic	Sedan 4D	Sedan	4	2.2	4	0	1	1
13776	14023.93855	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	0	1	1
19461	12810.91058	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
21796	13135.90503	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
21910	13106.90042	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	0	1	1
22382	12845.17425	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
22479	12570.13668	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	0	1	1
23200	12897.92954	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
27394	11961.61996	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
27521	12706.91135	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	1	1	1
28492	12487.05429	Chevrolet	Cobalt	Coupe 2D	Coupe	4	2.2	2	0	1	1
1169	15635.79616	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	0	1	1
6048	15747.80397	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	0	1	1
15768	14619.07856	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
20374	14185.02155	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	0	1	1
25845	13699.03578	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
26143	13310.05959	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
27249	13530.06864	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
27942	13019.07114	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
29891	12684.98623	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
32844	12553.07143	Chevrolet	Cobalt	LS Coupe 2D	Coupe	4	2.2	2	1	1	1
8880	14997.88434	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
12980	14847.04415	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
13828	15128.99224	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	1	1	1
14504	15000.99271	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
18790	14593.8541	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
21128	14304.74104	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
21611	13688.94568	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	1	1	1
23748	13744.84985	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
27431	13545.0309	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
34815	12741.19023	Chevrolet	Cobalt	LS Sedan 4D	Sedan	4	2.2	4	0	1	1
865	16116.84392	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	1	1	1
9882	16428.57898	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	0	1	1
14824	15084.8154	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	1	1	1
17158	15163.16986	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	1	1	1
18210	14897.04055	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	1	1	1
18910	14508.75009	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	0	1	1
19818	14418.16529	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	0	1	1
21181	14191.88228	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	1	1	1
21527	14401.90693	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	0	1	1
21627	14175.87908	Chevrolet	Cobalt	LT Sedan 4D	Sedan	4	2.2	4	0	1	1
6114	14429.78964	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	1	1	1
6709	14696.02899	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	1	1	1
7115	14582.76912	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	1	1	1
9561	14194.8236	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
15233	14072.13523	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
17270	13994.90646	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
17594	13830.24902	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
22740	13159.82154	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	1	1	1
26204	12495.97075	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
28683	12678.85397	Chevrolet	Cobalt	Sedan 4D	Sedan	4	2.2	4	0	1	1
3625	46732.60603	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
5239	47065.20991	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
12115	44749.68679	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	0	1
14546	42773.02839	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
20000	41371.37927	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	0	1
23826	39547.5879	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
25169	39691.7274	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
25960	38824.86909	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	0	1
30502	36970.89805	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
32039	37288.93674	Chevrolet	Corvette	Conv 2D	Convertible	8	6	2	1	1	1
7054	39875.85426	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	0	1
8967	39713.66792	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	1	1
9410	38990.60733	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	1	1
10717	39092.18992	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	1	1
11619	39365.88324	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	1	1
21350	35261.43643	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	1	1
22740	35575.41705	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	0	1
24259	34297.30535	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	0	1
25747	34739.21496	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	0	1
34191	31186.74146	Chevrolet	Corvette	Coupe 2D	Coupe	8	6	2	1	0	1
1853	21757.04951	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	0	0
14115	19528.10043	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	0
18198	19075.67875	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	0	1
18795	19409.75261	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	1
19874	18527.20897	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	0
21512	18912.9816	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	0
25453	17839.80077	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	0	1
26980	17789.34673	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	0
29368	17294.181	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	0
29420	18083.3963	Chevrolet	Impala	LS Sedan 4D	Sedan	6	3.8	4	1	1	1
1787	20021.19521	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	0	0
8211	18835.18976	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	0	1
14054	18727.50838	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
19498	16805.05739	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	0	0
21567	17154.57646	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	0	1
22383	16644.08787	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
26070	15951.81117	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
27460	16508.59069	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
31202	15832.51835	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
33357	15554.28313	Chevrolet	Impala	Sedan 4D	Sedan	6	3.8	4	1	1	1
636	25948.96259	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	0	0
5379	27714.05025	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	0
14461	25097.47325	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	1
16111	24809.04232	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	0	0
22964	23345.32907	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	1
26272	22894.43868	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	1
27384	22064.29219	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	1
27940	23151.54614	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	0	0
28242	22120.75776	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	1	1
33892	20294.57682	Chevrolet	Impala	SS Sedan 4D	Sedan	6	3.8	4	1	0	0
5936	18957.89004	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
8687	18950.90698	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
17020	17891.63378	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
19386	17801.22953	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
19740	16723.99388	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
21829	16744.03025	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
23460	16825.19088	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
24583	16543.98014	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
26532	16143.95729	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
33906	14914.20128	Chevrolet	Malibu	LS MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
1480	19164.61063	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	1	1	1
7961	18800.9589	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
15144	17458.22153	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	1	1	1
21417	17158.922	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
21675	16472.89765	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	1	1	1
23621	16993.78033	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
25697	16300.46524	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	1	1	1
27476	15623.20027	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
32462	15138.40082	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
32535	15233.15987	Chevrolet	Malibu	LS Sedan 4D	Sedan	6	3.5	4	0	1	1
6608	19471.97485	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
15190	18009.84603	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
16335	18273.00613	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
17441	18311.7563	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
18451	17553.75368	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
18771	18004.87041	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
19490	17663.22495	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
24461	17115.12203	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
24905	16988.30306	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
25874	16803.12275	Chevrolet	Malibu	LT MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
932	19446.88294	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	0	1	1
18277	17119.45757	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
19593	17316.0966	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
19883	16860.87078	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
21420	17312.90715	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
23133	16403.25363	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
24218	16536.74388	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
25394	16341.8041	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	0	1	1
26328	16713.98469	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	1	1	1
28239	16295.21144	Chevrolet	Malibu	LT Sedan 4D	Sedan	6	3.5	4	0	1	1
5632	18974.92203	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
7397	18324.83193	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
7645	19581.23141	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
14754	18169.37548	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
17488	17986.22409	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
18721	17173.94232	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
20200	16456.97464	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
21452	16267.09489	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
22841	16860.09433	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	1	1	1
22889	16027.28649	Chevrolet	Malibu	MAXX Hback 4D	Hatchback	6	3.5	4	0	1	1
8732	17089.91883	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	0	1	1
11393	17463.04608	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	1	1	1
14579	17218.68575	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	1	1	1
15903	17162.47826	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	0	1	1
17451	16507.07027	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	0	1	1
18562	16752.5144	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	1	1	1
20154	16646.7708	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	0	1	1
21272	15623.91976	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	1	1	1
25787	15664.6249	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	1	1	1
25956	15680.86443	Chevrolet	Malibu	Sedan 4D	Sedan	6	3.5	4	0	1	1
5827	18800.0931	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	0
8345	18910.80429	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	1
10414	19177.41206	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	1	0
11647	18040.14401	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	1
15898	17685.20099	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	0
18602	17515.39759	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	0
23491	16357.99232	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	1	0
25931	16345.94375	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	1	0
26700	15797.19576	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	1	0
33345	15503.5088	Chevrolet	Monte Carlo	LS Coupe 2D	Coupe	6	3.8	2	1	0	0
7065	21745.02944	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	0
13457	21725.01075	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	0
14788	22384.11869	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	1
16950	20537.14172	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	0	0
17337	21233.91136	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	1
18021	20676.16551	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	0	1
22152	20839.14997	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	1
22729	20017.96843	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	0	0
27218	18876.87065	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	1	0
39049	17586.92858	Chevrolet	Monte Carlo	LT Coupe 2D	Coupe	6	3.8	2	1	0	1
12466	23573.822	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	0
14948	23527.7285	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	0
21992	22113.62802	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	0
22626	22470.35843	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	0
24067	20619.11401	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	0	0
24665	20047.95136	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	0
25020	21525.33901	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	1
25240	20382.15031	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	1
25550	21020.83678	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	1
26223	20221.80881	Chevrolet	Monte Carlo	SS Coupe 2D	Coupe	6	3.8	2	1	1	1
11892	25452.47385	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
17273	23449.30633	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
19148	23578.16486	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
19521	22525.26972	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	1	1
20472	21982.64771	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	1	1
21929	22231.56315	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	1	1
25651	22189.11597	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
25794	21765.06658	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
27168	21403.75642	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	0	1
31197	21200.69021	Pontiac	Bonneville	GXP Sedan 4D	Sedan	8	4.6	4	1	1	1
11554	19682.03501	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	0	1
16496	18678.41412	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	0
17583	20318.89097	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	0
18419	20127.04418	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	1
20510	19751.04143	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	0	1
21121	17844.73077	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	0
22423	18856.01869	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	0
24747	18566.0707	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	1
27574	18063.00491	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	0	0
28385	17768.05951	Pontiac	Bonneville	SE Sedan 4D	Sedan	6	3.8	4	1	1	1
2295	23197.43679	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	1	1
5653	23102.02237	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	0	0
8928	22460.53	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	0	1
11069	21607.77257	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	0	1
15516	22004.93044	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	1	1
19419	20830.9943	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	1	0
22891	20109.90412	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	1	1
26252	19116.13109	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	0	1
27077	19689.74084	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	1	0
27966	19338.376	Pontiac	Bonneville	SLE Sedan 4D	Sedan	6	3.8	4	1	0	1
4537	21903.32262	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	0
5690	22736.83447	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	1
9049	22104.97357	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	1
11221	22311.04951	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	1
12313	21875.09763	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	0	1
20770	20627.66169	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	1
22628	19540.24479	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	1	0
26477	19204.80934	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	0	1
28354	18158.08313	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	0	0
30063	18529.34212	Pontiac	G6	GT Sedan 4D	Sedan	6	3.5	4	1	0	1
7287	21383.06716	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	1	1
10338	20452.66947	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	0
11204	20677.59382	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	1	0
19539	19294.7875	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	0
20870	18548.97859	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	0
21702	18042.22107	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	0
25516	18620.87137	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	1
30404	17023.93687	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	0	0
35624	16216.98071	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	1	0
41566	15792.83144	Pontiac	G6	Sedan 4D	Sedan	6	3.5	4	1	1	1
881	17360.81064	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
5131	17675.83749	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
6761	17141.94116	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	1	1	1
9380	17202.83406	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
12071	16792.67953	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	1	1	1
18315	15595.88413	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
20917	15253.86857	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	1	1	1
22414	15594.80684	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
22641	15059.13408	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	1	1	1
23335	14703.13687	Pontiac	Grand Am	GT Coupe 2D	Coupe	6	3.4	2	0	1	1
3946	15979.01484	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	1	1	1
4188	16379.853	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	1	1	1
4318	15327.10032	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
5350	15846.01271	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
5788	15604.14582	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	1	1	1
12420	14841.91705	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
13262	15077.17584	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
19602	13961.11164	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
23976	13034.06853	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
24542	13162.85205	Pontiac	Grand Am	SE Sedan 4D	Sedan	4	2.2	4	0	1	1
16554	18254.92277	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	1	1
18720	17095.03522	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	0	0
20829	17162.87344	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	0	0
21304	16391.17171	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	1	0
25295	15788.10478	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	1	0
25777	16569.14124	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	0	0
25830	16997.69374	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	0	1
26511	16283.95899	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	0	1
29925	15457.17059	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	1	0
31471	14963.04562	Pontiac	Grand Prix	GT Sedan 4D	Sedan	6	3.8	4	1	1	0
